Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency,RIS Gain (dB),RIS Path Loss (dB)
FallL,3,121.5,409,-124.1,5.6,353,-6.2,237.7,1,154.1,7.8,0,52.6,30.7293,123.3707
FallL,3,121.5,414,-138.2,5.5,345,-12.1,247.7,-1,167.7,16.5,0,52.6,9.1567,158.5433
FallL,3,121.5,420,-143.8,5.4,342,-5.5,234.8,-3,169.5,23.5,0,52.6,21.366,148.134
FallL,3,121.5,427,-140.4,2.4,5,-6.4,213.3,-5,170.4,4.0,0,52.6,63.813,106.587
FallL,3,121.5,435,-138.2,2.4,4,-8.7,240.2,2,167.0,66.9,0,52.6,40.4587,126.5413
FallL,3,121.5,443,-140.3,3.9,11,-6.0,233.3,-1,164.7,22.1,0,52.6,53.98,110.72
FallL,3,121.5,451,-137.4,4.2,348,-13.0,237.0,-1,161.8,23.1,0,52.6,26.2453,135.5547
FallL,3,121.5,460,-143.8,1.8,9,-3.9,225.0,-3,172.6,14.2,0,52.6,59.4796,113.1204
FallL,3,121.5,470,-145.9,0.7,341,-13.8,231.9,-4,173.1,22.4,0,52.6,24.161,148.939
FallL,3,121.5,480,-145.4,0.1,6,-9.9,234.0,-3,168.3,41.6,0,52.6,49.6189,118.6811
FallL,3,121.5,490,-154.3,0.9,354,-11.8,235.9,-1,158.4,14.7,0,52.6,35.0768,123.3232
FallL,3,121.5,701,-156.9,3.9,334,-4.5,231.6,4,183.4,142.9,0,52.6,17.4268,165.9732
FallL,3,121.5,705,-149.1,1.6,3,-9.2,240.8,2,167.4,69.7,0,52.6,43.313,124.087
FallL,3,121.5,711,-150.3,5.1,358,-9.9,242.1,0,161.2,33.7,0,52.6,35.5869,125.6131
FallL,3,121.5,726,-158.1,1.3,347,-10.4,239.5,-3,162.4,24.0,0,52.6,24.6418,137.7582
FallH,1,263.0,877,-136.5,4.5,286,-0.5,253.6,8,166.5,2.9,0,52.6,38.7786,127.7214
FallH,1,263.0,879,-143.6,2.7,271,-5.6,149.2,4,172.1,33.0,0,52.6,24.2199,147.8801
FallH,1,263.0,883,-146.1,4.4,273,-5.2,248.5,6,174.6,75.7,0,52.6,41.8846,132.7154
FallH,1,263.0,934,-151.3,5.3,33,-4.9,248.8,3,180.2,47.9,0,52.6,38.0263,142.1737
FallH,1,263.0,937,-144.1,2.4,264,-5.0,252.9,11,173.7,16.1,0,52.6,46.0568,127.6432
FallH,1,263.0,939,-142.0,3.3,278,-5.6,143.0,1,171.7,13.4,0,52.6,33.2116,138.4884
FallH,1,263.0,942,-136.5,4.7,20,-5.0,255.2,17,166.5,0.7,0,52.6,26.8342,139.6658
FallH,1,263.0,945,-151.2,2.5,256,-7.3,130.7,4,181.1,9.6,0,52.6,27.1992,153.9008
FallH,1,263.0,948,-152.1,4.8,46,-4.6,247.5,8,181.5,20.8,0,52.6,43.8406,137.6594
FallH,1,263.0,951,-145.7,2.9,40,-4.5,249.8,17,175.6,12.3,0,52.6,40.9322,134.6678
FallH,1,263.0,954,-154.4,5.5,272,-6.8,237.6,9,183.1,48.3,0,52.6,38.9618,144.1382
FallH,1,263.0,956,-147.4,1.7,270,-4.8,146.6,2,172.5,36.4,0,52.6,26.0121,146.4879
FallH,1,263.0,959,-151.2,4.5,36,-4.8,137.3,12,181.1,5.6,0,52.6,9.269,171.831
FallH,1,263.0,962,-158.6,0.8,44,-11.1,131.7,2,187.9,12.7,0,52.6,1.9004,185.9996
FallH,1,263.0,965,-154.4,2.2,269,-2.6,253.1,2,179.1,53.7,0,52.6,45.5908,133.5092
FallH,1,263.0,968,-152.0,3.3,47,-12.0,266.6,27,182.0,2.9,0,52.6,36.5646,145.4354
FallH,1,263.0,971,-159.7,2.1,31,-8.2,246.6,7,181.1,60.0,0,52.6,38.6265,142.4735
FallH,1,263.0,974,-156.3,4.4,22,-10.4,134.7,-3,186.1,7.3,0,52.6,18.3519,167.7481
FallH,1,263.0,980,-159.2,5.7,46,-11.0,256.8,10,187.5,34.6,0,52.6,40.9347,146.5653
FallH,1,263.0,986,-155.0,4.8,267,-7.5,252.5,10,174.9,28.9,0,52.6,46.2356,128.6644
FallH,1,263.0,992,-153.3,4.4,34,-7.8,133.1,3,183.0,9.1,0,52.6,7.569,175.431
FallH,1,263.0,998,-152.6,4.3,291,-4.5,132.6,1,182.5,15.0,0,52.6,44.5903,137.9097
FallH,1,263.0,1056,-148.9,3.4,51,-8.0,151.4,0,178.9,8.9,0,52.6,8.833,170.067
FallH,1,263.0,1060,-149.9,5.8,36,-11.1,247.6,7,179.1,45.9,0,52.6,41.733,137.367
FallH,1,263.0,1066,-151.4,4.4,253,-4.0,141.3,-3,181.3,13.6,0,52.6,18.1541,163.1459
FallH,1,263.0,1073,-150.1,4.8,275,-4.0,245.8,5,175.4,89.6,0,52.6,42.9618,132.4382
FallH,2,109.5,365,-122.9,1.5,122,1.4,5.7,-16,152.8,5.9,0,52.6,33.7871,119.0129
FallH,2,109.5,397,-124.1,0.2,118,1.5,337.9,15,154.1,3.8,0,52.6,59.3424,94.7576
FallH,2,109.5,400,-127.7,1.7,108,-0.2,233.3,9,157.6,3.0,0,52.6,44.7583,112.8417
FallH,2,109.5,404,-129.4,5.1,123,6.9,10.2,-9,158.2,17.2,0,52.6,30.0684,128.1316
FallH,2,109.5,408,-131.3,5.0,116,4.1,233.4,1,161.0,6.5,0,52.6,35.7712,125.2288
FallH,2,109.5,412,-132.9,0.8,112,5.1,7.7,-13,161.5,20.1,0,52.6,19.233,142.267
FallH,2,109.5,417,-134.7,0.8,121,-1.4,15.6,-12,162.5,24.2,0,52.6,20.7235,141.7765
FallH,2,109.5,421,-143.1,0.4,121,8.1,228.5,9,171.2,11.7,0,52.6,23.5077,147.6923
FallH,2,109.5,426,-145.8,5.2,104,4.9,347.0,3,175.7,14.0,0,52.6,35.5685,140.1315
FallH,2,109.5,431,-155.5,3.7,118,3.1,223.5,12,171.4,19.1,0,52.6,20.9829,150.4171
FallH,2,109.5,437,-139.9,2.1,114,0.6,225.7,10,165.9,18.3,0,52.6,29.1076,136.7924
FallH,2,109.5,442,-146.0,4.8,126,-2.8,222.4,8,175.5,19.0,0,52.6,8.7943,166.7057
FallH,2,109.5,447,-149.3,4.3,111,2.4,346.0,21,170.6,53.4,0,52.6,45.3502,125.2498
FallH,2,109.5,453,-144.5,1.7,122,3.0,235.7,0,165.6,16.8,0,52.6,31.8629,133.7371
FallH,2,109.5,458,-129.6,3.9,93,2.3,13.6,-4,159.6,1.2,0,52.6,14.6136,144.9864
FallH,2,109.5,475,-158.3,3.7,117,-0.6,342.4,10,160.4,18.1,0,52.6,56.1897,104.2103
FallH,2,109.5,481,-157.7,5.4,113,9.7,340.7,18,168.0,16.6,0,52.6,53.9961,114.0039
FallH,2,109.5,505,-155.6,2.1,106,8.5,230.2,2,171.5,20.4,0,52.6,45.5583,125.9417
FallH,2,109.5,545,-149.6,0.5,127,12.9,338.0,15,176.5,74.3,0,52.6,70.6502,105.8498
FallH,2,109.5,549,-154.1,2.9,111,6.8,223.9,30,182.5,67.3,0,52.6,32.1261,150.3739
FallH,2,109.5,554,-140.0,0.6,114,2.2,349.3,13,167.9,76.1,0,52.6,47.0972,120.8028
FallH,2,109.5,560,-155.9,3.7,122,5.6,359.3,-18,180.7,83.0,0,52.6,44.8058,135.8942
FallH,2,109.5,567,-154.2,5.3,127,0.3,334.8,11,166.3,22.1,0,52.6,73.5764,92.7236
FallH,2,109.5,583,-153.5,2.4,119,3.3,15.7,-7,164.9,24.9,0,52.6,19.2608,145.6392
FallH,2,109.5,611,-146.5,0.7,103,1.3,331.1,13,175.9,72.4,0,52.6,56.5547,119.3453
FallH,2,109.5,631,-159.4,2.5,123,6.1,345.0,11,167.8,29.0,0,52.6,63.4416,104.3584
FallH,3,388.0,1293,-159.8,3.9,258,-10.0,114.0,17,189.8,1.5,0,52.6,30.2364,159.5636
FallH,3,388.0,1296,-159.9,5.9,239,-7.2,126.8,-11,189.9,3.4,0,52.6,14.135,175.765
FallH,3,388.0,1299,-151.0,2.9,229,-4.8,117.8,-4,180.9,1.9,0,52.6,13.5412,167.3588
FallH,3,388.0,1302,-159.9,1.8,236,-2.8,116.4,2,187.6,5.2,0,52.6,18.5134,169.0866
FallM,1,286.0,953,-140.0,5.8,10,-7.0,198.9,7,169.9,0.5,0,52.6,43.3221,126.5779
FallM,1,286.0,956,-148.0,1.6,21,-11.4,203.6,5,177.3,1.7,0,52.6,43.8516,133.4484
FallM,1,286.0,961,-153.7,3.8,19,-7.4,201.8,2,178.4,3.2,0,52.6,43.9222,134.4778
FallM,1,286.0,966,-159.5,1.5,25,-13.9,215.1,8,188.8,3.5,0,52.6,43.37,145.43
FallM,1,286.0,972,-155.0,2.1,21,-11.7,207.3,-7,184.7,3.5,0,52.6,43.8795,140.8205
FallM,1,286.0,978,-153.3,4.2,46,-9.2,189.3,-1,183.3,0.9,0,52.6,35.4703,147.8297
FallM,1,286.0,985,-150.8,0.4,48,-9.0,200.3,6,180.7,3.5,0,52.6,39.2661,141.4339
FallM,1,286.0,998,-158.0,5.7,7,-12.7,204.8,-13,187.9,5.8,0,52.6,42.4186,145.4814
FallM,2,239.5,798,-143.9,5.2,117,-8.3,73.5,7,173.6,8.5,0,52.6,35.096,138.504
FallM,2,239.5,802,-135.3,4.2,106,-7.2,83.1,15,165.2,3.9,0,52.6,44.6371,120.5629
FallM,2,239.5,807,-141.1,3.5,107,-3.9,298.0,24,171.1,5.2,0,52.6,47.6552,123.4448
FallM,2,239.5,813,-147.8,6.0,105,-11.8,87.4,16,169.5,4.7,0,52.6,46.3787,123.1213
FallM,2,239.5,819,-136.4,5.6,121,-3.6,69.8,18,166.4,1.3,0,52.6,30.5566,135.8434
FallM,2,239.5,827,-133.5,0.8,119,-6.8,127.6,-12,163.5,0.5,0,52.6,48.3611,115.1389
FallM,2,239.5,834,-139.7,2.8,82,-12.6,126.2,-5,169.7,0.8,0,52.6,35.1562,134.5438
FallM,2,239.5,842,-147.0,1.9,115,-4.1,79.2,22,175.4,15.4,0,52.6,39.8913,135.5087
FallM,2,239.5,851,-154.0,0.8,90,-3.4,129.5,2,183.7,8.9,0,52.6,38.0779,145.6221
FallM,2,239.5,860,-153.2,2.0,110,-11.3,79.6,10,172.7,17.0,0,52.6,42.7044,129.9956
FallM,2,239.5,869,-156.7,2.3,100,-5.5,74.9,12,177.8,23.1,0,52.6,44.9844,132.8156
FallM,2,239.5,878,-157.2,5.4,111,-1.6,76.4,11,177.4,24.9,0,52.6,41.0243,136.3757
FallM,3,410.4,1368,-141.4,0.7,95,-0.5,282.4,-5,171.4,1.5,0,52.6,36.0479,135.3521
FallM,3,410.4,1388,-149.1,4.0,84,-9.3,184.0,5,179.0,14.6,0,52.6,6.3513,172.6487
FallM,3,410.4,1479,-148.9,2.2,101,-8.4,301.4,6,178.9,5.6,0,52.6,35.242,143.658
FallM,3,410.4,1483,-151.3,3.8,83,-13.3,295.9,-3,181.3,11.4,0,52.6,31.6077,149.6923
FallM,3,410.4,1490,-152.0,3.0,81,-13.4,27.0,-3,182.0,3.7,0,52.6,22.1736,159.8264
FallM,3,410.4,1499,-150.4,5.2,95,-3.6,298.2,-8,180.3,16.8,0,52.6,34.7666,145.5334
FallM,3,410.4,1509,-149.8,0.4,83,-13.1,41.0,3,179.6,4.5,0,52.6,28.1934,151.4066
FallM,3,410.4,1521,-159.7,2.9,83,-13.8,43.9,-2,182.5,7.5,0,52.6,29.5464,152.9536
WinterL,1,481.6,1605,-146.6,2.8,338,1.2,154.9,10,176.5,14.6,3,52.6,33.6204,142.8796
WinterL,1,481.6,1608,-145.2,5.0,96,-8.1,150.5,5,175.1,7.1,3,52.6,19.569,155.531
WinterL,1,481.6,1612,-140.7,3.8,19,-10.9,146.0,19,170.6,4.3,3,52.6,20.3039,150.2961
WinterL,1,481.6,1617,-145.4,2.7,27,-8.4,152.8,15,175.1,2.2,3,52.6,19.7636,155.3364
WinterL,1,481.6,1622,-153.9,2.9,325,-8.9,157.4,11,183.3,19.5,3,52.6,33.0456,150.2544
WinterL,1,481.6,1628,-149.1,5.9,37,-11.3,140.7,3,179.1,4.6,3,52.6,8.0272,171.0728
WinterL,1,481.6,1633,-150.3,5.7,105,-12.4,140.7,11,179.5,5.5,3,52.6,27.5635,151.9365
WinterL,1,481.6,1639,-150.8,3.8,331,-6.7,148.1,6,180.5,15.1,3,52.6,33.9565,146.5435
WinterL,1,481.6,1646,-145.8,5.5,107,-10.7,149.2,7,175.5,6.5,3,52.6,25.2377,150.2623
WinterL,1,481.6,1652,-140.5,2.0,10,-5.2,147.0,11,170.5,4.2,3,52.6,24.9584,145.5416
WinterL,1,481.6,1658,-151.2,4.9,217,-5.4,158.9,11,181.2,5.2,3,52.6,18.0644,163.1356
WinterL,1,481.6,1665,-153.5,2.2,43,-3.5,151.5,0,183.4,5.7,3,52.6,10.8685,172.5315
WinterL,1,481.6,1672,-153.4,2.0,84,-9.2,143.2,7,183.3,9.7,3,52.6,17.5736,165.7264
WinterL,1,481.6,1686,-158.4,3.3,329,-5.6,154.5,10,182.9,30.3,3,52.6,34.2979,148.6021
WinterL,2,303.9,1013,-152.2,3.9,208,-16.7,175.9,3,182.0,6.9,3,52.6,35.9509,146.0491
WinterL,2,303.9,1016,-136.7,4.5,211,-18.5,159.3,5,166.6,5.9,3,52.6,26.3302,140.2698
WinterL,2,303.9,1021,-143.5,3.9,204,-14.0,162.1,10,172.4,7.3,3,52.6,31.6756,140.7244
WinterL,2,303.9,1026,-149.1,2.8,214,-17.7,51.0,10,179.0,20.3,3,52.6,40.768,138.232
WinterL,2,303.9,1031,-147.6,4.6,195,-20.7,313.8,5,177.6,2.1,3,52.6,20.5731,157.0269
WinterL,2,303.9,1037,-143.9,6.2,199,-15.1,241.5,-4,173.9,3.1,3,52.6,31.5505,142.3495
WinterL,2,303.9,1043,-158.1,3.4,215,-19.2,309.0,-3,187.5,10.9,3,52.6,2.9913,184.5087
WinterL,2,303.9,1049,-150.9,4.9,212,-14.9,140.1,11,180.5,16.8,3,52.6,13.3499,167.1501
WinterL,2,303.9,1063,-144.6,4.0,218,-20.6,164.3,11,173.4,32.4,3,52.6,25.5614,147.8386
WinterL,2,303.9,1070,-156.0,1.7,213,-15.2,140.6,5,183.1,20.6,3,52.6,13.0867,170.0133
WinterL,2,303.9,1118,-154.3,4.0,246,-19.8,241.4,7,184.3,1.8,3,52.6,43.8476,140.4524
WinterL,2,303.9,1181,-153.8,5.7,214,-18.8,165.9,13,174.9,49.6,3,52.6,29.9988,144.9012
WinterL,2,303.9,1184,-149.0,3.9,198,-14.6,134.8,9,178.9,13.3,3,52.6,20.2732,158.6268
WinterL,3,283.7,946,-135.4,1.3,295,0.0,137.1,15,165.4,2.1,3,52.6,40.8172,124.5828
WinterL,3,283.7,949,-140.4,4.2,284,-3.9,264.2,4,170.3,12.3,3,52.6,41.4938,128.8062
WinterL,3,283.7,955,-145.4,2.8,296,-1.4,272.0,19,175.3,9.6,3,52.6,40.3743,134.9257
WinterL,3,283.7,963,-135.1,2.6,313,1.8,131.5,5,165.1,0.4,3,52.6,44.3055,120.7945
WinterL,3,283.7,972,-140.9,5.3,298,3.5,137.5,-2,170.9,4.9,3,52.6,41.9117,128.9883
WinterL,3,283.7,981,-139.8,3.2,304,1.8,271.3,5,169.7,6.4,3,52.6,37.5341,132.1659
WinterL,3,283.7,992,-148.0,1.4,270,1.6,128.2,8,177.9,3.3,3,52.6,35.1874,142.7126
WinterL,3,283.7,1003,-146.3,4.5,290,0.0,273.5,10,175.9,17.2,3,52.6,43.0975,132.8025
WinterL,3,283.7,1015,-154.1,2.7,300,0.7,272.1,7,171.5,11.2,3,52.6,39.8904,131.6096
WinterL,3,283.7,1145,-157.7,0.9,297,3.3,286.2,18,186.9,71.5,3,52.6,46.3415,140.5585
WinterL,3,283.7,1149,-158.0,0.1,300,6.1,141.2,7,180.3,73.7,3,52.6,44.0429,136.2571
WinterL,3,283.7,1156,-159.2,2.7,290,-1.3,265.7,6,175.4,43.4,3,52.6,43.1547,132.2453
WinterH,1,169.0,563,-140.6,1.1,76,-1.1,247.1,6,170.6,0.9,3,52.6,58.4332,112.1668
WinterH,1,169.0,567,-138.2,5.0,54,-4.0,251.4,-11,168.2,0.5,3,52.6,56.532,111.668
WinterH,1,169.0,575,-137.5,2.4,57,-2.8,122.8,-7,166.8,8.8,3,52.6,24.365,142.435
WinterH,1,169.0,584,-136.2,3.2,65,-6.7,117.5,-7,165.9,3.8,3,52.6,36.3173,129.5827
WinterH,1,169.0,595,-147.4,1.2,59,-6.6,121.0,-4,168.5,11.2,3,52.6,28.1336,140.3664
WinterH,1,169.0,607,-143.1,4.2,73,-1.1,118.5,-4,172.3,8.9,3,52.6,42.208,130.092
WinterH,1,169.0,621,-148.7,4.9,60,-3.2,124.5,-3,169.4,15.2,3,52.6,26.072,143.328
WinterH,2,487.8,1629,-153.6,4.8,242,-8.9,22.9,-4,183.6,0.2,3,52.6,25.9998,157.6002
WinterH,2,487.8,1634,-152.8,5.7,155,-9.0,335.5,13,182.7,1.8,3,52.6,33.5496,149.1504
WinterH,2,487.8,1659,-155.4,5.8,162,-2.2,344.3,11,185.3,3.2,3,52.6,33.7637,151.5363
WinterH,3,176.2,587,-138.0,3.9,322,-3.8,221.4,-7,168.0,0.2,3,52.6,10.6179,157.3821
WinterH,3,176.2,590,-130.2,0.7,336,-4.9,354.3,-11,160.2,1.0,3,52.6,54.869,105.331
WinterH,3,176.2,595,-134.0,1.9,346,-4.7,25.4,6,163.6,3.8,3,52.6,44.7488,118.8512
WinterH,3,176.2,600,-132.8,5.0,342,-8.0,206.2,0,158.2,8.1,3,52.6,41.6006,116.5994
WinterH,3,176.2,605,-131.7,3.0,350,-5.7,19.2,14,161.6,1.6,3,52.6,50.7565,110.8435
WinterH,3,176.2,610,-138.6,1.6,345,-8.1,34.3,5,167.7,6.2,3,52.6,37.9935,129.7065
WinterH,3,176.2,616,-127.6,3.5,342,-5.2,205.7,4,156.9,5.9,3,52.6,42.2248,114.6752
WinterH,3,176.2,623,-136.6,6.1,347,-1.9,206.1,-4,163.7,7.8,3,52.6,45.453,118.247
WinterH,3,176.2,629,-132.7,1.0,339,-2.3,6.0,-10,162.7,1.6,3,52.6,52.3122,110.3878
WinterH,3,176.2,635,-142.2,3.6,333,-10.5,29.4,5,172.0,5.9,3,52.6,32.5687,139.4313
WinterH,3,176.2,642,-156.7,4.4,349,-4.4,353.8,-4,181.6,22.5,3,52.6,58.8109,122.7891
WinterH,3,176.2,649,-147.9,4.3,354,-0.8,17.5,2,175.8,24.8,3,52.6,54.2743,121.5257
WinterM,1,363.4,1211,-149.9,2.0,195,-5.6,87.6,13,179.2,1.4,3,52.6,11.5534,167.6466
WinterM,1,363.4,1215,-147.9,5.3,195,-6.1,83.9,5,177.6,1.4,3,52.6,13.9265,163.6735
WinterM,1,363.4,1222,-152.5,0.4,205,-9.3,83.2,-1,182.1,9.6,3,52.6,20.4317,161.6683
WinterM,1,363.4,1231,-159.4,1.3,222,-9.7,75.7,-7,189.4,1.5,3,52.6,32.3516,157.0484
WinterM,2,358.5,1195,-159.1,2.9,182,-11.8,128.7,-8,183.5,8.8,3,52.6,23.2529,160.2471
WinterM,2,358.5,1199,-149.2,2.3,186,-11.2,124.3,-10,179.0,1.9,3,52.6,18.4703,160.5297
WinterM,2,358.5,1204,-158.7,5.3,152,-10.7,124.3,-3,188.7,1.5,3,52.6,34.551,154.149
WinterM,2,358.5,1218,-153.9,2.3,189,-11.9,113.4,7,183.9,1.0,3,52.6,9.749,174.151
WinterM,2,358.5,1235,-155.9,1.2,160,-9.8,257.3,5,185.8,8.7,3,52.6,5.0086,180.7914
WinterM,2,358.5,1244,-159.9,2.9,179,-9.9,238.8,2,189.9,3.2,3,52.6,19.8857,170.0143
WinterM,3,444.9,1483,-143.0,4.7,93,-13.9,100.1,12,173.0,1.2,3,52.6,34.6865,138.3135
WinterM,3,444.9,1485,-150.9,0.6,136,-7.7,310.9,10,177.9,29.0,3,52.6,34.8369,143.0631
WinterM,3,444.9,1488,-152.3,0.4,105,-8.8,312.5,8,182.2,10.3,3,52.6,31.0514,151.1486
WinterM,3,444.9,1491,-157.2,5.0,130,-7.7,95.3,11,184.5,46.6,3,52.6,28.8064,155.6936
WinterM,3,444.9,1493,-154.4,0.0,143,-9.7,115.2,4,183.8,31.9,3,52.6,31.0126,152.7874
WinterM,3,444.9,1496,-150.7,1.4,133,-14.7,304.0,3,180.6,3.3,3,52.6,34.6584,145.9416
WinterM,3,444.9,1498,-152.9,1.7,121,-5.7,300.6,11,182.9,5.9,3,52.6,35.1104,147.7896
WinterM,3,444.9,1501,-157.2,4.4,138,-10.7,90.4,9,186.8,9.4,3,52.6,23.6968,163.1032
WinterM,3,444.9,1503,-148.6,5.1,134,-4.1,308.3,16,177.5,11.4,3,52.6,34.9897,142.5103
WinterM,3,444.9,1531,-142.4,4.1,142,-4.3,315.7,15,172.3,6.3,3,52.6,35.2421,137.0579
WinterM,3,444.9,1574,-152.6,4.7,139,-9.9,315.9,8,178.9,33.4,3,52.6,35.8532,143.0468
WinterM,3,444.9,1578,-158.7,3.9,117,-6.2,115.0,10,188.6,7.1,3,52.6,35.9256,152.6744
WinterM,3,444.9,1585,-149.9,1.8,124,-11.5,96.3,7,179.8,15.9,3,52.6,31.8925,147.9075
WinterM,3,444.9,1595,-147.6,0.8,147,-10.9,108.5,13,177.6,8.0,3,52.6,28.2719,149.3281
SummerL,1,376.4,1255,-140.4,0.7,50,0.8,78.7,5,170.1,35.6,2,52.6,33.2948,136.8052
SummerL,1,376.4,1258,-143.7,3.0,52,2.5,88.5,2,173.2,20.9,2,52.6,30.5423,142.6577
SummerL,1,376.4,1265,-156.8,3.4,56,-1.4,74.7,-4,180.7,78.2,2,52.6,36.0697,144.6303
SummerL,1,376.4,1272,-153.4,6.0,57,-8.8,279.7,6,183.2,22.2,2,52.6,28.0482,155.1518
SummerL,1,376.4,1276,-156.4,1.5,54,0.6,285.7,7,185.8,28.5,2,52.6,23.6842,162.1158
SummerL,1,376.4,1302,-159.9,0.0,60,-1.0,265.3,0,189.8,18.4,2,52.6,34.8349,154.9651
SummerL,1,376.4,1311,-158.6,3.6,75,2.1,88.0,7,188.5,13.1,2,52.6,37.6499,150.8501
SummerL,1,376.4,1408,-159.2,3.5,31,-0.6,278.5,13,189.1,18.0,2,52.6,15.2392,173.8608
SummerL,1,376.4,1416,-147.1,0.2,57,-0.2,79.5,3,173.5,79.8,2,52.6,36.8807,136.6193
SummerL,1,376.4,1441,-158.9,2.7,49,-1.1,67.9,-4,187.1,83.4,2,52.6,38.0552,149.0448
SummerL,2,203.2,677,-150.8,0.9,216,-0.9,320.1,-9,180.8,0.9,2,52.6,12.9453,167.8547
SummerL,2,203.2,688,-154.5,3.4,193,2.9,323.5,-4,184.5,9.1,2,52.6,34.6601,149.8399
SummerL,2,203.2,708,-156.3,1.7,71,-2.6,309.3,18,186.3,0.4,2,52.6,28.2637,158.0363
SummerL,3,307.9,1026,-146.5,2.7,81,-10.3,289.3,5,176.5,8.1,2,52.6,37.1011,139.3989
SummerL,3,307.9,1029,-147.3,1.3,91,-4.6,109.0,14,177.3,3.2,2,52.6,40.1168,137.1832
SummerL,3,307.9,1033,-146.9,0.9,64,-2.6,295.9,2,176.9,1.5,2,52.6,26.0634,150.8366
SummerL,3,307.9,1036,-147.0,5.1,194,-3.2,112.2,11,175.3,3.8,2,52.6,6.0308,169.2692
SummerL,3,307.9,1040,-148.6,2.1,198,-2.5,111.7,11,175.6,5.3,2,52.6,2.7324,172.8676
SummerL,3,307.9,1113,-153.0,3.0,201,0.8,96.3,9,182.9,5.1,2,52.6,11.0149,171.8851
SummerL,3,307.9,1122,-157.4,0.5,88,-5.9,112.5,-2,187.4,8.9,2,52.6,39.6185,147.7815
SummerL,3,307.9,1144,-155.5,2.1,201,-8.5,102.0,14,184.8,33.4,2,52.6,6.8612,177.9388
SummerH,2,24.5,82,-118.5,0.4,155,2.3,200.2,3,148.5,2.1,2,52.6,110.9134,37.5866
SummerH,2,24.5,84,-124.7,4.8,146,1.5,352.5,6,154.7,8.8,2,52.6,141.0127,13.6873
SummerH,2,24.5,87,-111.0,2.7,330,-1.6,200.1,10,141.0,4.4,2,52.6,101.2276,39.7724
SummerH,2,24.5,90,-118.5,0.9,66,-9.0,120.4,3,148.5,0.6,2,52.6,92.0067,56.4933
SummerH,2,24.5,93,-124.5,0.3,345,-0.5,353.0,2,154.2,57.4,2,52.6,156.7563,-2.5563
SummerH,2,24.5,96,-116.4,6.1,79,-6.3,206.5,1,146.4,2.7,2,52.6,96.5129,49.8871
SummerH,2,24.5,99,-122.1,1.4,145,0.5,23.6,1,152.0,33.5,2,52.6,82.7274,69.2726
SummerH,2,24.5,102,-117.6,2.4,152,3.0,136.0,21,147.6,1.1,2,52.6,152.8655,-5.2655
SummerH,2,24.5,106,-126.4,0.9,336,-5.7,27.6,-2,156.3,5.9,2,52.6,98.9799,57.3201
SummerH,2,24.5,109,-115.5,3.7,64,-0.2,22.9,-4,145.5,0.9,2,52.6,120.2634,25.2366
SummerH,2,24.5,112,-127.9,2.7,322,-0.2,203.2,6,151.6,23.2,2,52.6,77.0016,74.5984
SummerH,2,24.5,115,-123.2,0.6,54,-2.7,334.7,4,153.2,2.7,2,52.6,29.7213,123.4787
SummerH,2,24.5,118,-128.2,0.0,134,-1.6,358.0,2,158.2,6.6,2,52.6,115.3261,42.8739
SummerH,2,24.5,122,-120.7,2.5,329,2.1,138.1,10,150.7,3.5,2,52.6,157.7479,-7.0479
SummerH,2,24.5,125,-129.3,5.5,350,2.8,123.9,-4,159.3,4.9,2,52.6,111.5608,47.7392
SummerH,2,24.5,128,-119.6,1.8,132,6.8,192.9,2,149.6,3.0,2,52.6,78.3643,71.2357
SummerH,2,24.5,131,-134.8,4.3,316,-4.0,131.6,9,164.7,5.4,2,52.6,160.8996,3.8004
SummerH,2,24.5,308,-123.8,4.6,330,-4.6,206.2,-2,153.2,73.6,2,52.6,97.7491,55.4509
SummerH,2,24.5,311,-131.1,5.7,134,0.0,129.9,16,161.1,19.8,2,52.6,175.507,-14.407
SummerH,2,24.5,314,-131.3,4.5,122,2.0,24.4,6,161.3,16.9,2,52.6,23.3036,137.9964
SummerH,2,24.5,317,-140.7,4.0,70,-3.1,348.2,16,170.1,73.7,2,52.6,25.1659,144.9341
SummerH,2,24.5,320,-133.4,4.3,145,2.0,182.2,-3,163.3,39.5,2,52.6,140.736,22.564
SummerH,2,24.5,324,-125.6,4.6,136,7.3,342.7,9,155.5,14.2,2,52.6,158.1361,-2.6361
SummerH,2,24.5,327,-131.6,5.6,348,1.2,349.0,6,157.2,112.6,2,52.6,177.2265,-20.0265
SummerH,2,24.5,330,-140.5,5.9,59,-4.1,347.6,5,168.9,101.3,2,52.6,56.6142,112.2858
SummerH,2,24.5,334,-134.8,2.8,147,-0.1,21.4,-5,155.7,77.2,2,52.6,103.5135,52.1865
SummerH,2,24.5,554,-153.5,2.2,136,1.6,138.4,9,173.7,129.6,2,52.6,195.4716,-21.7716
SummerH,2,24.5,558,-151.8,5.8,338,-0.9,337.5,-4,175.6,199.6,2,52.6,195.9598,-20.3598
SummerH,2,24.5,565,-146.1,6.0,60,-5.9,212.5,-1,173.3,227.6,2,52.6,174.3281,-1.0281
SummerH,2,24.5,574,-155.0,0.4,148,4.9,21.0,1,156.3,40.7,2,52.6,118.7161,37.5839
